,msg_type,msg_content,sender_name,msg_sent_time,msg_dist_type,time_thread_start,reply_count,reply_users_count,reply_users,tm_thread_end,channel
47,message,so it is a financial term referring to a commodity ?,Cristian Wilson,1665507637.215649,text,1665505715.758419,0,0,0,0,all-week8
48,message,<@U03V6HMRPGQ> yeah,Brady Rhodes,1665507662.646459,user,1665505715.758419,0,0,0,0,all-week8
49,message,Thank you all for the answers,Cristian Wilson,1665507710.318549,text,1665505715.758419,0,0,0,0,all-week8
50,message,What should be the date range of the data we will be downloading?,Michelle Lewis,1665513700.897779,text,1665513700.897779,1,1,U03UJN29Y4C,1665524581.287339,all-week8
51,message,Thanks again I got it,Nancy Craig,1665513750.632219,text,1665501880.342719,0,0,0,0,all-week8
52,message,<@U03TEPYRM2P> The uploaded file has only 360p quality. Is there a way to upgrade it?,Gary Thomas,1665522409.054749,user,1665501880.342719,0,0,0,0,all-week8
53,message,"Hey <!channel> your RDS postgres databases are ready and you can access them from your EC2 instances

You can connect using
`psql --host <http://melachallengedatabase.crlafpfc5g5y.us-east-1.rds.amazonaws.com|melachallengedatabase.crlafpfc5g5y.us-east-1.rds.amazonaws.com> --port 5432 --username groupNameuser --password --dbname groupNamedb`

substitute groupName with all lowercase versions of your group name

example connection:
`psql --host <http://melachallengedatabase.crlafpfc5g5y.us-east-1.rds.amazonaws.com|melachallengedatabase.crlafpfc5g5y.us-east-1.rds.amazonaws.com> --port 5432 --username changuser --password --dbname changdb`

Password for all groups is _groupNamepass_ example - _changpass_

Exceptions to this are group 4. group 4 will use yvonne (first name) as the group name instead of Choquet-Bruhat

Use this thread if you're facing problems connecting",Mandy Sweeney,1665523875.578819,text,0,0,0,0,0,all-week8
54,message,<@U03UKL27B0R>,Michelle Lewis,1665524581.287339,user,1665513700.897779,0,0,0,0,all-week8
55,message,"That is the maximum quality we received from Google. However, you can check your network ",Garrett Bell,1665558349.600599,text,1665501880.342719,0,0,0,0,all-week8
56,message,didn’t see this when I posted the same thing below :wink:,Eric Myers,1665568484.903069,text,1665566115.858629,0,0,0,0,all-week8
57,message,When is the second tutorial scheduled for today,Daniel Brown,1665580935.055059,text,1665580935.055059,6,4,"U03UVHCV6KB,U03UD68RQH3,U03UG0YHAUT,U03TEPYRM2P",1665581291.773299,all-week8
58,message,has been postponed to tomorrow,Travis Butler,1665581016.964689,text,1665580935.055059,0,0,0,0,all-week8
59,message,<https://10academybatch6.slack.com/archives/C03U4J8J4LQ/p1665561498734959>,Travis Butler,1665581027.049859,link,1665580935.055059,0,0,0,0,all-week8
60,message,it's re-scheduled to tomorrow 9:30 AM UTC,Brady Rhodes,1665581045.876169,text,1665580935.055059,0,0,0,0,all-week8
61,message,:pray: <@U03UVHCV6KB>,Daniel Brown,1665581105.690759,emoji,1665580935.055059,0,0,0,0,all-week8
62,message,:pray: <@U03UD68RQH3>,Daniel Brown,1665581149.732859,emoji,1665580935.055059,0,0,0,0,all-week8
63,message,1pm UTC tomorrow please ,Garrett Bell,1665581291.773299,text,1665580935.055059,0,0,0,0,all-week8
64,message,"hi <@U03TEPYRM2P>, i know today's tutorial session just ended but could we have it uploaded really soon?",Elizabeth Hall,1665671064.872769,text,1665671064.872769,1,1,U03TEPYRM2P,1665671944.274899,all-week8
65,message,<!here> can someone send me the docker-compose file for Kafka connector,Travis Butler,1665671213.446189,broadcast,1665671213.446189,2,1,U03UKL27B0R,1665684299.100249,all-week8
66,message,sure - it will be uploaded as soon as possible,Garrett Bell,1665671944.274899,text,1665671064.872769,0,0,0,0,all-week8
67,message,<https://www.youtube.com/watch?v=uZnp21fu8TQ>,Jennifer Foley,1665681516.144379,link,0,0,0,0,0,all-week8
68,message,<https://github.com/confluentinc/cp-docker-images>,Brittany Garcia,1665684295.191149,link,1665671213.446189,0,0,0,0,all-week8
69,message,This is the official docker image of conlfuent. You can find the distributed &amp; standalone mode for running the entire kafka setup,Brittany Garcia,1665684299.100249,text,1665671213.446189,0,0,0,0,all-week8
70,message,can any one help me how to define dates in PostgreSQL shcema ?,Cristian Wilson,1665688834.338989,text,1665688834.338989,3,2,"U03UVHCV6KB,U03V6HMRPGQ",1665730950.685009,all-week8
71,message,"```DROP TABLE IF EXISTS employees;

CREATE TABLE employees (
	employee_id serial PRIMARY KEY,
	first_name VARCHAR (255),
	last_name VARCHAR (355),
	birth_date DATE NOT NULL,
	hire_date DATE NOT NULL
);

INSERT INTO employees (first_name, last_name, birth_date, hire_date)
VALUES ('Shannon','Freeman','1980-01-01','2005-01-01'),
	   ('Sheila','Wells','1978-02-05','2003-01-01'),
	   ('Ethel','Webb','1975-01-01','2001-01-01');```",Travis Butler,1665689576.535569,text,1665688834.338989,0,0,0,0,all-week8
72,message,"this can be a good start, for more detailed explanation refer this link <https://www.postgresqltutorial.com/postgresql-tutorial/postgresql-date/>",Travis Butler,1665689621.531619,text,1665688834.338989,0,0,0,0,all-week8
73,message,"Always there <@U03UVHCV6KB> :pray:,thank you",Cristian Wilson,1665730950.685009,text,1665688834.338989,0,0,0,0,all-week8
74,message,"Kindly find the updated list of quake books, updated with week 8 hot seaters.
<https://www.notion.so/Quake-books-1a622f5c9a1f4a418126fcc4ce05aa01>",Travis Butler,1665744861.425069,text,0,0,0,0,0,all-week8
75,message,can I get the link of session,Cristian Wilson,1665756107.060959,text,1665756107.060959,1,1,U03UFV7HFNF,1665756165.638109,all-week8
76,message,<https://meet.google.com/ysb-kjdn-hpp>,Judith Bolton,1665756126.005109,link,0,0,0,0,0,all-week8
77,message,<http://meet.google.com/ysb-kjdn-hpp|http://meet.google.com/ysb-kjdn-hpp>,Miguel Herring,1665756165.638109,link,1665756107.060959,0,0,0,0,all-week8
78,message,<https://youtu.be/zoKn4qk4mac>,Kelly Soto,1665837934.076499,link,0,0,0,0,0,all-week8
0,message,"Good morning winners, welcome to week 9 of week 12 of this intensive training. We commend your resilience and perseverance as you sail through the thick and thin of this training. You’ve been pushing since the day you applied for this training and you never cease to push to get your tasks done. We are proud of you! You’ve started seeing some rays of light inside the tunnel - in the coming weeks, you’ll eventually see the light at the end of the tunnel. Do have a great week ahead :blush:",Garrett Bell,1665986976.419669,text,0,0,0,0,0,all-week9
1,message,The dates have not been updated,Brenda Hernandez,1666173088.934679,text,0,0,0,0,0,all-week9
2,message,"I deeply believe that the two big blockers for African DE &amp; ML developers to be on a global scale are electricity and stable internet connectivity.
How we can overcome it ???
because of those problems I couldn't attend most of today session",Cristian Wilson,1666193972.590499,text,1666193972.590499,2,2,"U03UJGP0C68,U03V6HMRPGQ",1666358713.559869,all-week9
3,message,I second you. I'm really pissed off with my internet connection….I'm using the so called “LTE+” but lol i got a speed of 300Kb/s :sob::man-facepalming:,Judith Bolton,1666205338.487119,text,1666193972.590499,0,0,0,0,all-week9
4,message,I guess the trip Origin and Trip Destination contained the longitude and latitude of the location. right? and in that order?,Michelle Lewis,1666210049.595489,text,1666210049.595489,4,2,"U03UVHCV6KB,U03UJN29Y4C",1666214193.823399,all-week9
5,message,How could I join the two tables? do they have a common attribute that can I use to merge them together?,Katie Dickerson,1666210433.816259,text,1666210433.816259,18,6,"U03UUR571A5,U03UJGRN5E0,U03UJH1EQQL,U03UG1Z21JP,U03UVHCV6KB,U03UJN29Y4C",1666285900.691219,all-week9
6,message,You can merge them using pandas,Amy Leon,1666210940.921579,text,1666210433.816259,0,0,0,0,all-week9
7,message,<https://www.w3schools.com/python/pandas/ref_df_merge.asp>,Amy Leon,1666210987.389879,link,1666210433.816259,0,0,0,0,all-week9
8,message,<https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.merge.html>,Amy Leon,1666210993.285349,link,1666210433.816259,0,0,0,0,all-week9
9,message,"<@U03UUR571A5> Do we have a common column that exists in both? I think we need a common column to join two tables, right?",Katie Dickerson,1666211656.180889,user,1666210433.816259,0,0,0,0,all-week9
10,message,"Yes we have, on the nb.csv we have *`Trip ID`* for the driver_location_data we have *`order_id`* Those two are similar",Amy Leon,1666211863.351049,text,1666210433.816259,0,0,0,0,all-week9
11,message,but for the driver_location data the unique one is order_id+driver_id since the order is broadcasted to multiple drivers.,Amy Leon,1666211936.642009,text,1666210433.816259,0,0,0,0,all-week9
12,message,<@U03UUR571A5> Thanks,Katie Dickerson,1666211968.373929,user,1666210433.816259,0,0,0,0,all-week9
13,message,Latitude comes first in alphabetical order and it also is the first coordinate in a set. Longitude is the second coordinate in the set. Given a default arrangement.,Travis Butler,1666212562.608319,text,1666210049.595489,0,0,0,0,all-week9
14,message,"so to answer your question, no, in it is actually in reverse, latitude and then longitude",Travis Butler,1666212634.678419,text,1666210049.595489,0,0,0,0,all-week9
15,message,more on that here: <https://www.geographyrealm.com/remember-difference-latitude-longitude/>,Travis Butler,1666212652.469969,text,1666210049.595489,0,0,0,0,all-week9
16,message,Thank you Fish,Michelle Lewis,1666214193.823399,text,1666210049.595489,0,0,0,0,all-week9
17,message,"On task 1 Exercise 2 of this week challenge we are required to create some relevant features using data that can be obtained in the public domain like rain vs no rain, holiday vs not-holiday however to do this types of feature additions we need to have time stamps which is not provided, how do you think we can deal with this issue?",Daniel Brown,1666243259.033569,text,0,0,0,0,0,all-week9
18,message,<@U03UP7V9Q57>,Katherine Foster,1666243904.266079,user,1666173062.008659,0,0,0,0,all-week9
19,message,How was yesterday's guest talk?,Katherine Foster,1666243918.977219,text,1666243918.977219,5,3,"U03UG0YHAUT,U03UVHCV6KB,U03U93GNNVB",1666264324.300969,all-week9
20,message,<@U03U93GNNVB> That was nice and it provided a lot of domain knowledge.,Daniel Brown,1666244039.503269,user,1666243918.977219,0,0,0,0,all-week9
21,message,"I tried this way, df_merge = df_nb.merge(df_loc, how = 'inner', on = ['Trip ID', 'order_id']).  but it didn't work for me. how does it work for you? <@U03UJGRN5E0>",Kelly Soto,1666244660.884179,text,1666210433.816259,0,0,0,0,all-week9
22,message,"this is what worked for me
```order_df.merge(trip_df, how='inner', left_on='order_id',right_on=""Trip ID"")```",Katie Dickerson,1666246178.540469,text,1666210433.816259,0,0,0,0,all-week9
23,message,thanks <@U03UJGRN5E0>! it wok!,Kelly Soto,1666246448.339599,text,1666210433.816259,0,0,0,0,all-week9
24,message,<@U03TX2VN6H5> @challenge document what is the difference between interim submission and final submissions in the presentation and report writing part?,Nancy Craig,1666252118.086519,user,1666252118.086519,2,2,"U03TEPYRM2P,U03UG5VFN03",1666252910.370849,all-week9
25,message,how have you separated trip origin? it has two variables inside,Jennifer Foley,1666252205.367989,text,1666210433.816259,0,0,0,0,all-week9
26,message,please check the *'leaderboard of the week*' section on the challenge document. You will find the required expectations of both interim and final submission.,Garrett Bell,1666252530.783319,text,1666252118.086519,0,0,0,0,all-week9
27,message,"okay , thanks",Nancy Craig,1666252910.370849,text,1666252118.086519,0,0,0,0,all-week9
28,message,"<@U03UG1Z21JP> If you want to split it to an additional column you can use
```df['Trip_Origin_lat'] = df['Trip Origin'].apply(lambda x: str(x).split(',')[0])
df['Trip_Origin_lng'] = df['Trip Origin'].apply(lambda x: str(x).split(',')[1])```",Amy Leon,1666253462.938469,user,1666210433.816259,0,0,0,0,all-week9
29,message,<@U03UJGP0C68> thank you so much.,Jennifer Foley,1666253537.763469,user,1666210433.816259,0,0,0,0,all-week9
30,message,<@U03UJGP0C68> I dont understand what you said about merging the two tables. could you clarify a bit here?,Jennifer Foley,1666254249.454609,user,1666210433.816259,0,0,0,0,all-week9
31,message,"Super, got a lot without doing any form of analysis. Really helpful in reframing my (hopefully all of our) approach to the analysis phase of the data.",Travis Butler,1666254675.626219,text,1666243918.977219,0,0,0,0,all-week9
32,message,"So basically <@U03UG1Z21JP>, what he said was, on the second table you are going to find repeating order id's. But when you look at the 'drivers_actions' feature of the repeating order id's you will find only one accepted row even if you have several reject one's",Travis Butler,1666255462.908059,text,1666210433.816259,0,0,0,0,all-week9
33,message,<@U03UVHCV6KB> Thank you,Jennifer Foley,1666257520.533999,user,1666210433.816259,0,0,0,0,all-week9
34,message,What did you understand that perhaps you didn't understand before <@U03UVHCV6KB>?,Katherine Foster,1666258762.163209,text,1666243918.977219,0,0,0,0,all-week9
35,message,Hello guys.. I think the trip_id is actually the order_id in the second table right? Just want to confirm,Brenda Hernandez,1666263788.522789,text,1666263788.522789,2,2,"U03UUR571A5,U03UG1Z21JP",1666264587.388439,all-week9
36,message,Yes <@U03UH397319>,Amy Leon,1666263831.347779,text,1666263788.522789,0,0,0,0,all-week9
37,message,What I was trying to say was that I understood lots about the data prior to doing any analysis on the data.,Travis Butler,1666264027.308979,text,1666243918.977219,0,0,0,0,all-week9
38,message,"Like the scope of the data, what types of things have been kept and which one's are given to us, some bit amount of the actual business and what it is that they are really doing, and importantly what they want to gain from us, in terms of qualitative percentage of order increase and delivery optimizations, and about other personal and related types of data they have been collecting and how they were planning on using that for their advantage.",Travis Butler,1666264324.300969,text,1666243918.977219,0,0,0,0,all-week9
39,message,you are right <@U03UH397319>,Jennifer Foley,1666264587.388439,text,1666263788.522789,0,0,0,0,all-week9
40,message,I guess this will result to a one to many merge,Michelle Lewis,1666285867.088549,text,1666210433.816259,0,0,0,0,all-week9
41,message,yeah!,Kelly Soto,1666285900.691219,text,1666210433.816259,0,0,0,0,all-week9
42,message,"Hi, I cannot render some graphs on my Github but I can see them on my local notebook, is there a fix for this?",Ashley Hamilton,1666292418.438889,text,1666292418.438889,1,1,U03UVHCV6KB,1666292845.738119,all-week9
43,message,"putting it as an image is one option, but not a satisfying one I know",Travis Butler,1666292845.738119,text,1666292418.438889,0,0,0,0,all-week9
44,message,on the delivery_request data we have `lat` and `lng` values....that doesn't match to the  location values to the nb.csv dataset (when merging on `order_id = trip_id`) so does that mean we also have the drivers/pilots location in addition to the trip origin location?,Judith Bolton,1666293417.408839,text,1666293417.408839,5,4,"U03UUR571A5,U03UJGP0C68,U03UJN29Y4C,U03UG5VFN03",1666335813.820309,all-week9
45,message,"Yes, I think drivers location shows where the driver was located at broadcast time( or while rejecting or accepting the trip)",Amy Leon,1666296258.847529,text,1666293417.408839,0,0,0,0,all-week9
46,message,one more question....how about this case? there are many trip_id values in the completed orders data that I cannot find in the delivery_request data...how is that possible?,Judith Bolton,1666299983.527179,text,1666293417.408839,0,0,0,0,all-week9
47,message,I was thinking about how to handle that issue too. May be just considering the trips that have driver_action associated with them. But am not really sure yet,Amy Leon,1666300535.368759,text,1666293417.408839,0,0,0,0,all-week9
48,message,I'm sticking with the trips that have delivery request associated with them cos there i can only do that much with the trips dataset other than find the time it takes to complete the trip and where orders are coming from.,Michelle Lewis,1666329748.847109,text,1666293417.408839,0,0,0,0,all-week9
49,message,is all accepted trip delivered or fullfilled?,Nancy Craig,1666335813.820309,text,1666293417.408839,0,0,0,0,all-week9
50,message,is all accepted trip delivered or fullfilled?,Nancy Craig,1666335850.351109,text,0,0,0,0,0,all-week9
51,message,does rejected trip has a relation with fulfillment and unfulfillment of the trip,Nancy Craig,1666336083.356099,text,1666336083.356099,2,2,"U03UJH1EQQL,U03UG5VFN03",1666336382.566209,all-week9
52,message,"as per my understanding, if it is accepted status it is fulfillment of the request and if it is rejected it is unfulfillment of the request. so finally we can measure the fulfillment based on the driver actions later in the casual graph and model.",Kelly Soto,1666336343.748629,text,1666336083.356099,0,0,0,0,all-week9
53,message,thanks,Nancy Craig,1666336382.566209,text,1666336083.356099,0,0,0,0,all-week9
54,message,Isn't it more fun to work with real data than with Titanic data?,Katherine Foster,1666337890.778339,text,1666337890.778339,1,1,U03UJN29Y4C,1666339046.512169,all-week9
55,message,Of course it is.,Michelle Lewis,1666339046.512169,text,1666337890.778339,0,0,0,0,all-week9
56,message,which method of iterating through pandas dataframe is less time consuming please? trying to calculate distance but it is taking forever,Michelle Lewis,1666339188.068529,text,1666339188.068529,4,2,"U03UUR571A5,U03UJN29Y4C",1666363061.560559,all-week9
57,message,"```from geopy import distance

start_coordinates = df_trip['Trip Origin'].tolist()
end_coordinates = df_trip['Trip Destination'].tolist()

def calculate_distances(self, starting_coordinates, ending_coordinates):
        calculated_distances = []
        for i in range(len(starting_coordinates)):
            val = str(starting_coordinates[i]).split(',')
            starting_tuple = (val[0], val[1])
            val_end = str(ending_coordinates[i]).split(',')
            ending_tuple = (val_end[0], val_end[1])
            calculated_distances.append(distance.distance(starting_tuple, ending_tuple).km)
        return calculated_distances

df_trip['distance'] = calculate_distances(start_coordinates, end_coordinates)```",Amy Leon,1666339543.791989,text,1666339188.068529,0,0,0,0,all-week9
58,message,in the data/table we do not have the time at which the order was created right? how are we going to extract the day and hour?  we can extract it from the trip_start_time but that is not going to represent the time at the order created because the trip my happen days after the order. What do you guys suggest?,Katie Dickerson,1666340862.645279,text,1666340862.645279,1,1,U03UUR571A5,1666341043.392559,all-week9
59,message,"If we can assure all the orders are not scheduled, trip_start_time would be closer to the created one.",Amy Leon,1666341043.392559,text,1666340862.645279,0,0,0,0,all-week9
60,message,"Just an update on the data from Gokada CEO Olutosin

a)
nb.csv contains 535k orders created in the span of 6 months from July 2021 - December 2021
driver_locations_during_request.csv contains driver order requests and the location of the driver during the request for each order in the nb.csv (Trip ID). Since this is a very data intensive task we calculated it only for one month.
driver_locations_during_request.csv#order_id == nb.csv#trip_id


b)
We can easily stipulate for now based on the orders created_at to get a sense of when the drivers got the order for this analysis, if we need precise timestamps we will need to recalculate the datasets for the first month again.",Eric Myers,1666341265.641079,text,1666341265.641079,1,1,U03UD68RQH3,1666366103.726039,all-week9
61,message,"<!channel>, Yabebal just joined the session after we ended it and is holding an open floor for discussion on the challenge. Join back in if you have questions you'd like answered",Michele Sparks,1666341680.004879,broadcast,1666341680.004879,3,3,"U03UG4Q7V42,U03U1HAG9TR,U03UP7V9Q57",1666342853.439249,all-week9
62,message,Will it be recorded? Power is out here:pray:,Phillip Atkins,1666341792.972629,text,1666341680.004879,0,0,0,0,all-week9
63,message,Thanks for the update <@U03UP7V9Q57>,Robert Carter,1666341896.834009,text,1666341680.004879,0,0,0,0,all-week9
64,message,"<@U03UG4Q7V42>, unfortunately the session has not been recorded",Michele Sparks,1666342853.439249,user,1666341680.004879,0,0,0,0,all-week9
65,message,"<!here>, I was not online on slack, and for som of us who did not attend the Yabebals talk today, can someone please at least try to summarize the main things he covered",Travis Butler,1666343196.890919,broadcast,0,0,0,0,0,all-week9
66,message,"sorry to hear that <@U03UJGP0C68>, hope it's get better",Cristian Wilson,1666358713.559869,text,1666193972.590499,0,0,0,0,all-week9
67,message,"Thank you *Nat,* I kinda know where the problem is now. I was trying to find the driving distance which required sending an http request to OSRM which is why its taking such a long time to load.",Michelle Lewis,1666362908.357549,text,1666339188.068529,0,0,0,0,all-week9
68,message,"`t_origin_long = df3['trip_origin_long'].tolist()`
`t_origin_lat = df3['trip_origin_lat'].tolist()`
`t_dest_long = df3['trip_dest_long'].tolist()`
`t_dest_lat = df3['trip_dest_lat'].tolist()`

`trip_distance = []`
`optimal_duration = []`

`lenght = len(t_origin_long)`
`for i in range(lenght):`
  `r = requests.get(f""""""<http://router.project-osrm.org/route/v1/car/{t_origin_long[i]},{t_origin_lat[i]};{t_dest_long[i]},{t_dest_lat[i]}?overview=false>"""""")`
  `route_1 = json.loads(r.content)[""routes""][0]`
  `trip_distance.append(route_1[""distance""])`
  `optimal_duration.append(route_1[""duration""])`",Michelle Lewis,1666362960.984079,text,1666339188.068529,0,0,0,0,all-week9
69,message,I gonna go with the geospatial distance i guess,Michelle Lewis,1666363061.560559,text,1666339188.068529,0,0,0,0,all-week9
70,message,b) says that we can use created_at timestamp to know when the order got created but all of created_at and updated_at filed of the csv are null. <@U03UUN8M4RX>,Brady Rhodes,1666366103.726039,text,1666341265.641079,0,0,0,0,all-week9
71,message,Switch your latitude to be longitude and longitude latitude,Ashley Hamilton,1666384321.085799,text,1666379081.832479,0,0,0,0,all-week9
72,message,"How can I split the two columns trip origin and trip destination into four, trip_origin_x, trip_origin_y and trip_destination_x and trip_destination_y?",Ashley Hamilton,1666398087.858739,text,1666398087.858739,2,2,"U03UJGP0C68,U03V785NLSU",1666447536.903209,all-week9
